,movie_title,worldwide_box_office,international_box_office,domestic_box_office
0,Bakha Satang-2000-01-01,76576.0,76576.0,
1,Antitrust-2001-01-12,17865209.0,6900000.0,10965209.0
2,Santitos-2000-01-28,378562.0,,378562.0
3,Frank McKlusky C.I.-2002-01-01,,,
4,A Walk to Remember-2002-01-25,46060861.0,4833792.0,41227069.0
5,Zig Zag-2002-06-21,1649.0,,1649.0
6,TakhtÃƒÂ© siah-2002-05-10,21324.0,,21324.0
7,"Angry Monk: Reflections on Tibet, The-2009-01-02",2125.0,,2125.0
8,30 Years to Life-2002-06-07,99023.0,,99023.0
9,The Killing of John Lennon-2008-01-02,6975.0,,6975.0
10,Mad Money-2008-01-18,25044057.0,4375214.0,20668843.0
11,Little Chenier-2008-01-18,87939.0,,87939.0
12,Over Her Dead Body-2008-02-01,21596074.0,14025947.0,7570127.0
13,O Ano em Que Meus Pais SaÃƒÂ­ram de FÃƒÂ©rias-2008-02-15,2607117.0,1800000.0,807117.0
14,120-2008-02-15,1334204.0,1334204.0,
15,The Other Boleyn Girl-2008-01-01,78269970.0,51455013.0,26814957.0
16,A Lawyer Walks into a Bar-2008-01-01,5202.0,,5202.0
17,La Rondine-2008-03-08,49088.0,,49088.0
18,Jodaeiye Nader az Simin-2011-12-30,24426169.0,17327677.0,7098492.0
19,Pariah-2011-12-28,769552.0,,769552.0
20,War Horse-2011-12-25,156815529.0,76932170.0,79883359.0
21,Habemus Papam-2011-04-06,10404075.0,9917173.0,486902.0
22,Ivan Tsarevich i Seryy Volk-2011-12-29,25047727.0,25047727.0,
23,El Sicario Room 164-2011-12-28,,,
24,Extremely Loud and Incredibly Close-2011-12-25,55247881.0,23400000.0,31847881.0
25,Angels Crest-2011-12-30,2037.0,1205.0,832.0
26,Paranormal Xperience-2011-12-28,2812739.0,2812739.0,
27,The Darkest Hour-2011-12-25,62831715.0,41388221.0,21443494.0
28,Miss Minoes-2011-12-23,10189.0,,10189.0
29,We Bought a Zoo-2011-11-26,118729073.0,43104523.0,75624550.0
30,Minuscule - La vallÃƒÂ©e des fourmis perdues-2014-11-21,1058457.0,1058457.0,
31,Kiseki-2011-05-11,912158.0,766350.0,145808.0
32,In The Land of Blood and Honey-2011-12-23,509193.0,205316.0,303877.0
33,Prince of the Himalayas-2011-12-23,9178.0,,9178.0
34,Don 2-2011-12-22,34053090.0,30378610.0,3674480.0
35,We Are the Giant-2014-12-12,1088.0,,1088.0
36,Wang Pai-2014-12-31,4590000.0,4590000.0,
37,The Young Kieslowski-2015-07-24,,,
38,Last Cab to Darwin-2015-06-10,5821137.0,5786944.0,34193.0
39,Cong cong na nian-2014-12-12,94036853.0,93470000.0,566853.0
40,Ghadi-2015-07-31,70149.0,70149.0,
41,Fair Play-2015-07-31,8747.0,8747.0,
42,Meru-2015-01-01,2350820.0,16592.0,2334228.0
43,Station to Station-2015-01-01,10530.0,1036.0,9494.0
44,Karachi se Lahore-2015-01-01,17721.0,17721.0,
45,Atrapa la bandera-2015-12-04,21131406.0,21131406.0,
46,Alma-2015-09-10,567607.0,567607.0,
47,"Boca Juniors 3D, la pelÃƒÂ­cula-2015-01-01",2171383.0,2171383.0,
48,Life of Josutty-2015-09-18,7870.0,7870.0,
49,Welcome to Leith-2015-09-09,36391.0,381.0,36010.0
50,Eso que llaman amor-2015-09-25,231.0,231.0,
51,The Man Who Saved the World-2015-09-18,2855.0,2855.0,
52,Yuan Ling Ren Ou-2014-12-31,3590000.0,3590000.0,
53,Hip Hop-eration-2015-10-02,6203.0,6203.0,
54,"Kleine Ziege, sturer Bock-2015-10-16",67838.0,67838.0,
55,Vesvese: Cin Tuzagi-2015-10-09,15193.0,15193.0,
56,Truth-2015-10-16,6842580.0,4300726.0,2541854.0
57,Geunomida-2015-10-30,697826.0,697826.0,
58,Wo shi zheng ren-2015-10-30,31834305.0,31424661.0,409644.0
59,Sarancha-2015-11-06,431000.0,431000.0,
60,HÃƒÂ¢monÃƒÂ®-2015-05-20,430568.0,407320.0,23248.0
61,Dobbiamo parlare-2015-11-20,583290.0,583290.0,
62,600 Millas-2015-12-03,284803.0,284803.0,
63,Hot Sugar's Cold World-2015-11-13,,,
64,Hell & Back-2015-10-02,157768.0,,157768.0
65,Rajini Murugan-2015-12-04,151741.0,151741.0,
66,Une Histoire de Fou-2015-11-13,314458.0,314458.0,
67,Point Break-2015-12-25,126704591.0,97922110.0,28782481.0
68,Desu nÃƒÂ´to: Light Up the New World-2016-10-28,18901839.0,18901839.0,
69,Disturbing the Peace-2016-11-11,25287.0,,25287.0
70,Star Wars Ep. VII: The Force Awakens-2015-12-18,2064615817.0,1127953592.0,936662225.0
71,Doctor Who: The Power of the Daleks-2016-11-11,116162.0,116162.0,
72,Le grand jeu-2015-12-18,226708.0,226708.0,
73,Bellas de Noche-2016-11-25,,,
74,The Revenant-2015-12-25,532938302.0,349300408.0,183637894.0
75,The Unmarried Wife-2016-11-25,66140.0,66140.0,
76,Sha Mo Zhi Xin-2016-12-02,49204.0,49204.0,
77,Poveri ma Ricchi-2016-12-16,7259767.0,7259767.0,
78,Nuo Lietuvos nepabÃ„â€”gsi-2016-11-18,2465.0,2465.0,
79,Somewhere Connected-2016-12-09,19291.0,19291.0,
80,Lo peor de los deseos-2018-11-29,,,
81,PÃƒÂ¨re fils thÃƒÂ©rapie!-2016-12-30,1453270.0,1453270.0,
82,Di Qiu Zui Hou De Ye Wang-2018-04-12,42140730.0,41619365.0,521365.0
83,Doktor Martin: ZÃƒÂ¡hada v Beskydech-2018-12-07,31651.0,31651.0,
84,Battle of Tortoise and Rabbit-2018-12-30,1494779.0,1494779.0,
85,Alibaba The Three Golden Hair-2018-12-30,1476950.0,1476950.0,
86,Duan Pian Er-2018-12-29,7423443.0,7423443.0,
87,Yun Nan Chong Gu Yunnan Valley-2018-01-04,22369964.0,22268448.0,101516.0
88,Two Small Pigs Brave The Mysterious Island-2018-12-30,744017.0,744017.0,
89,Trolled-2018-12-28,32834.0,32834.0,
90,Tiempo despuÃƒÂ©s-2018-12-28,1736358.0,1736358.0,
91,Stan & Ollie-2018-12-28,29062674.0,23592439.0,5470235.0
92,The Work Wife-2018-12-28,,,
93,Tarp mÃ…Â«sÃ…Â³ mergaiÃ„ï¿½iÃ…Â³-2018-12-28,666106.0,666106.0,
94,TrileÃƒÂ§e-2018-12-28,54.0,54.0,
95,Rio Mekong-2018-12-28,453.0,453.0,
96,Simmba-2018-12-28,7357518.0,2255389.0,5102129.0
97,Pech to nie grzech-2018-12-28,2042938.0,2042938.0,
98,MÃƒÂ¼saadenizle BÃƒÂ¼yÃƒÂ¼kler-2018-12-28,45185.0,45185.0,
99,The Most Beautiful Season-2018-12-28,218412.0,218412.0,
100,Shou Ji Kuang Xiang-2018-12-28,94951615.0,94951615.0,
101,One Shot-2018-12-28,1127.0,1127.0,
102,Konna Yofuke Ni Banana Kayo: Kanashiki Jitsuwa-2018-12-28,8652004.0,8652004.0,
103,Njan Prakashan-2018-12-28,57375.0,57375.0,
104,Minha Vida em Marte-2018-12-28,21105636.0,21105636.0,
105,K.G.F: Chapter 1-2018-12-28,27179.0,27179.0,
106,Der kleine Drache Kokosnuss - Auf in den Dschungel!-2018-12-28,1866262.0,1866262.0,
107,jeombaki hanbandoeui gongryong 2 saeroun nakwon-2018-12-28,3783492.0,3783492.0,
108,Chef-2018-12-28,94.0,94.0,
109,Benji-2018-12-28,585333.0,585333.0,
110,T-34-2018-12-27,39526616.0,39526616.0,
111,BÃƒÂ¶rÃƒÂ¼-2018-12-28,1441948.0,1441948.0,
112,Der Junge muss an die frische Luft-2018-12-27,31920181.0,31920181.0,
113,Yolki Posledniye-2018-12-27,11499494.0,11499494.0,
114,Cuando Brillan las Estrellas-2018-12-28,2506.0,2506.0,
115,Au bout des doigts-2018-12-27,3712903.0,3712903.0,
116,Un violent dÃƒÂ©sir de bonheur-2018-12-26,,,
117,La befana vien di notte-2018-12-27,9166973.0,9166973.0,
118,PMC: deo beong-keo-2018-01-04,12478635.0,12478635.0,
119,Moschettieri del Re - La penultima missione-2018-12-27,5728962.0,5728962.0,
120,Mult v. Kino Vypusk No. 87-2018-12-22,100689.0,100689.0,
121,L'homme fidÃƒÂ¨le-2018-07-19,1939709.0,1861933.0,77776.0
122,Perfectos desconocidos-2018-01-11,7895346.0,6880839.0,1014507.0
123,Zerk-2018-12-21,8785.0,8785.0,
124,Destroyer-2018-12-25,5865489.0,4332165.0,1533324.0
125,Zero-2018-12-21,1995127.0,1995127.0,
126,YanÃ„Â±mda Kal-2018-12-21,69938.0,69938.0,
127,Ye Wen hui chuan: Zhang Tianzhi-2018-04-12,19781947.0,19572493.0,209454.0
128,Mia et le lion blanc-2018-04-12,34299855.0,33899357.0,400498.0
129,Wu Lin Guai Shou-2018-12-21,11573104.0,11573104.0,
130,Kamen RaidÃƒÂ¢ Heisei JenerÃƒÂªshonzu FoebÃƒÂ¢-2018-12-22,12465928.0,12465928.0,
131,Welcome to Marwen-2018-12-21,13086137.0,2322617.0,10763520.0
132,Vergara-2018-12-21,3695.0,3695.0,
133,Vice-2018-12-25,70893782.0,23057500.0,47836282.0
134,Tian Qi Yu Bao-2018-12-21,18485628.0,18382575.0,103053.0
135,The Soul of Shui People in 1944-2018-12-21,599574.0,599574.0,
136,Snezhnaya koroleva. Zazerkale-2018-12-21,9456027.0,9456027.0,
137,Unknown Distance-2018-12-21,,,
138,Silukkuvarpatti Singam-2018-12-21,405.0,405.0,
139,The Revenge of Phantom Knight-2018-12-21,23369.0,23369.0,
140,Padi Padi Leche Manasu-2018-12-21,20916.0,20916.0,
141,SÃƒÂ¼kut Evi-2018-12-21,262.0,262.0,
142,Porno para principiantes-2018-12-21,9848.0,9848.0,
143,Patrolman Baoyin-2018-12-21,100000.0,100000.0,
144,The Last Resort-2018-12-21,158646.0,,158646.0
145,National Theatre Live: Antony & Cleopatra-2018-12-21,891885.0,891885.0,
146,Maari 2-2018-12-21,68392.0,68392.0,
147,Kanaa-2018-12-21,2999.0,2999.0,
148,Hugo Paco Luis y tres chicas de rosa-2018-12-21,100.0,100.0,
149,Kurtlar ve Ãƒâ€¡akallar-2018-12-21,11593.0,11593.0,
150,Fabeltjeskrant: De Grote Dierenbos-Spelen.-2018-12-21,728944.0,728944.0,
151,The Connection-2018-12-21,3739582.0,3739582.0,
152,Delaware Shore-2018-12-21,,,
153,Dantza-2018-12-21,262301.0,262301.0,
154,D.P.A. Detetives Do PrÃƒÂ©dio Azul 2 - O Filme-2018-12-21,4432618.0,4432618.0,
155,Between Worlds-2018-12-21,,,
156,Antariksham 9000 kmph-2018-12-21,39040.0,39040.0,
157,Blue Amber-2018-12-21,25049.0,25049.0,
158,AÃƒÂ¯lo: Une odyssÃƒÂ©e en Laponie-2018-12-21,1991200.0,1991200.0,
159,Adanga Maru-2018-12-21,30612.0,30612.0,
160,Tri bogatyrya i Naslednitsa prestola-2018-12-20,9343851.0,9343851.0,
161,Bolshoi Ballet: The Nutcracker-2018-12-21,354373.0,354373.0,
162,Holmes & Watson-2018-12-25,41926605.0,11357862.0,30568743.0
163,Zanjas-2017-12-29,570.0,570.0,
164,ItÃ¢â‚¬â„¢s March 3Rd Again-2018-12-20,1160000.0,1160000.0,
165,The Wedding Party 2: Destination Dubai-2017-02-14,73115.0,61975.0,11140.0
166,Sin Filtro-2017-12-29,174.0,174.0,
167,Yao Ling Ling-2017-01-05,57628372.0,57442237.0,186135.0
168,Politseyskiy s Rublyovki. Novogodniy bespredel-2018-12-20,27061365.0,27061365.0,
169,ParayÃ„Â± Bulduk-2017-12-29,16590.0,16590.0,
170,Napoli Velata-2017-12-29,7197082.0,7197082.0,
171,KlasÃ„â€”s susitikimas: berniukai sugrÃ„Â¯Ã…Â¾ta!-2017-12-29,1636978.0,1636978.0,
172,Kalavaadiya Pozhuthugal-2017-12-29,5317.0,5317.0,
173,Momo-2017-12-29,5181844.0,5181844.0,
174,Gulu Mermaid 2-2017-12-29,1653264.0,1653264.0,
175,Gandarrappido!: The Revenger Squad-2017-12-29,21271.0,21271.0,
176,"Fala SÃƒÂ©rio, MÃƒÂ£e!-2017-12-29",11616161.0,11616161.0,
177,L'ÃƒÂ©change des princesses-2017-12-29,3078723.0,3078723.0,
178,Okka Kshanam-2017-12-29,1516.0,1516.0,
179,Forget About Nick-2017-12-29,41963.0,41963.0,
180,Come Un Gatto in Tangenziale-2017-12-29,11282642.0,11282642.0,
181,Seuwingkizeu-2018-12-21,10903259.0,10681258.0,222001.0
182,Capri-Revolution-2018-12-20,828363.0,828363.0,
183,Maya-2018-12-19,130997.0,130997.0,
184,Mayakwang-2018-12-19,14446477.0,14446477.0,
185,Nachtwacht: De Poort der Zielen-2018-12-19,198335.0,198335.0,
186,L'Empereur de Paris-2018-12-19,8628811.0,8628811.0,
187,Le gendre de ma vie-2018-12-19,3623355.0,3623355.0,
188,Amici come Prima-2018-12-19,9367230.0,9367230.0,
189,Zhong Guo He Huo Ren 2-2018-12-18,3004460.0,3004460.0,
190,Mary Poppins Returns-2018-12-19,348901032.0,176942594.0,171958438.0
191,A Christmas Carol-2018-12-16,,,
192,The Wedding-2018-12-14,2513.0,2513.0,
193,Yo-kai Watch Movie 5: Forever Friends-2018-12-14,10441722.0,10441722.0,
194,Volver a Boedo-2018-12-14,16032.0,16032.0,
195,Yuli-2018-12-14,4326104.0,4326104.0,
196,Turtle Odyssey 3d-2018-12-14,141256.0,141256.0,
197,Three Words to Forever-2018-12-14,17076.0,17076.0,
198,Trote-2018-12-14,6538.0,6538.0,
199,That Way Madness Lies-2018-12-14,1447.0,,1447.0
200,La vida que te agenciaste-2018-12-14,63.0,63.0,
201,There Will Be Ample Time-2018-12-14,9135.0,9135.0,
202,Stolen Fairytales-2018-12-14,5197.0,5197.0,
203,Ãƒâ€¡at Kapi Ask-2017-12-29,36969.0,36969.0,
204,Skjelvet-2018-12-14,4052408.0,4046173.0,6235.0
205,CaffÃƒÂ¨-2017-02-09,157683.0,157683.0,
206,Seethakaathi-2018-12-14,10103.0,10103.0,
207,Balloon-2017-12-29,2186353.0,2186353.0,
208,Barkley-2017-12-29,1926435.0,1926435.0,
209,Basmati Blues-2017-02-09,15651.0,15651.0,
210,ASYA-2017-12-29,2.0,2.0,
211,Anons-2017-12-29,24879.0,24879.0,
212,Aruvi-2017-12-29,863.0,863.0,
213,Dvizhenie Vverkh-2017-12-28,61925449.0,61925449.0,
214,Er Dai Yao Jing-2017-01-05,46154324.0,46154324.0,
215,1987: When the Day Comes-2017-12-18,51775357.0,51775357.0,
216,Qian Ren 3: Yan Zhi Da Zuo Zhan-2017-12-29,307547824.0,306710033.0,837791.0
217,Revenge Girl-2017-12-23,1302754.0,1302754.0,
218,Phantom Thread-2017-12-25,47812199.0,26613994.0,21198205.0
219,Berliner Philharmoniker: New Year's Eve Concert-2017-12-29,83045.0,83045.0,
220,Yao Mao Zhuan-2017-12-22,97033612.0,97033612.0,
221,All the Money in the World-2017-12-25,56890649.0,31784324.0,25106325.0
222,Tri Bogatyrya i Printsessa Egipta-2017-12-22,14184772.0,14184772.0,
223,Tout lÃƒÂ -haut-2017-12-22,2354121.0,2354121.0,
224,Tiger Zinda Hai-2017-12-22,76520376.0,70959455.0,5560921.0
225,Velaikkaran-2017-12-22,9886215.0,9886215.0,
226,The Second Time Around-2018-12-14,3837.0,,3837.0
227,Paris Opera Ballet: Tribute To Jerome Robbins-2018-12-14,5259.0,5259.0,
228,Painted Skin: The Double Mask-2018-12-14,468683.0,468683.0,
229,Mochila de plomo-2018-12-14,4955.0,4955.0,
230,Yolki novye-2017-12-22,15738222.0,15738222.0,
231,The Mule-2018-12-14,173453994.0,69649587.0,103804407.0
232,Odiyan-2018-12-14,79385.0,79385.0,
233,Miamor perdido-2018-12-14,1562666.0,1562666.0,
234,Met Opera: La Traviata-2018-12-14,410916.0,410916.0,
235,Ming wang xing shi ke-2018-12-14,83081.0,83081.0,
236,The Man Who Stole Banksy-2018-12-14,89674.0,89674.0,
237,Keepers of the Flame-2018-12-14,1361.0,1361.0,
238,Journal 64-2018-12-14,226791.0,226791.0,
239,Jesucristo Superstar. Un hito en la historia del musical espaÃƒÂ±ol-2018-12-14,10.0,10.0,
240,Johnny-2018-12-14,248.0,248.0,
241,Holding Hands-2018-12-14,5356.0,5356.0,
242,Haru Matsu Bokura-2018-12-14,1302229.0,1302229.0,
243,Impulso-2018-12-14,2580.0,2580.0,
244,eoleuni doimyeon-2018-12-14,27150.0,27150.0,
245,If Beale Street Could Talk-2018-12-14,21398371.0,6482598.0,14915773.0
246,Den' Pobedy-2018-12-14,2324.0,2324.0,
247,Dragon Ball Super: Broly-2018-01-16,122747755.0,92371000.0,30376755.0
248,The First Time-2018-12-14,62950.0,62950.0,
249,Conversazioni Atomiche-2018-12-14,2116.0,2116.0,
250,Da xiang xi di er zuo-2018-03-08,14702.0,14702.0,
251,Spindl-2017-12-22,2277204.0,2277204.0,
252,Sakka Podu Podu Raja-2017-12-22,1944.0,1944.0,
253,Romans-2017-12-22,2741.0,2741.0,
254,Chun Tian De Ma La Song-2018-12-14,1371255.0,1371255.0,
255,Rangreza-2017-12-22,56979.0,56979.0,
256,Seven Fright Nights-2017-12-22,94532.0,94532.0,
257,La promesse de l'aube-2017-12-22,9181824.0,9181824.0,
258,Muumien joulu-2017-12-22,515414.0,515414.0,
259,The Post-2017-12-22,179769457.0,97865999.0,81903458.0
260,QuizÃƒÂ¡s hoy-2017-12-22,282.0,282.0,
261,Mult v Kino: Vypusk No. 65-2017-12-22,56677.0,56677.0,
262,Miseinen dakedo kodomo janai-2017-12-22,5146046.0,5146046.0,
263,MollyÃ¢â‚¬â„¢s Game-2017-12-25,53296424.0,24515680.0,28780744.0
264,Lesa Humanitat-2017-12-22,2216.0,2216.0,
265,MartÃ„Â±larÃ„Â±n Efendisi-2017-12-22,199953.0,199953.0,
266,Hotel Infierno-2017-12-22,3784.0,3784.0,
267,Huisvrouwen Bestaan Niet-2017-12-22,3239032.0,3239032.0,
268,Jing hun qi you-2017-12-22,114402.0,114402.0,
269,Hostiles-2017-12-22,36976336.0,7157222.0,29819114.0
270,Hello-2017-12-22,4394131.0,4394131.0,
271,Gordon & Paddy-2017-12-22,96264.0,96264.0,
272,Garde alternÃƒÂ©e-2017-12-22,3907930.0,3907930.0,
273,DÃƒÂ¼s Kirginlari-2017-12-22,2510.0,2510.0,
274,The CBeebies Christmas Show: Thumbelina-2018-12-14,274407.0,274407.0,
275,Father Figures-2017-12-22,21038441.0,3537197.0,17501244.0
276,Bon Bini Holland 2-2018-12-14,8664726.0,8664726.0,
277,Beyond White Space-2018-12-14,,,
278,Bana Bir Soygun Yaz 2-2018-12-14,182040.0,182040.0,
279,Bhajjo Veero Ve-2018-12-14,103289.0,103289.0,
280,Hangman-2017-12-22,104503.0,104503.0,
281,Antidote-2018-12-14,,,
282,Andre Rieu's Sydney Town Hall Concert - An Australian Celebration-2018-12-14,2806603.0,2806603.0,
283,Singsu-2018-12-13,,,
284,Maine-2018-12-13,,,
285,Why Are We Creative: The Centipede's Dilemma-2018-12-13,95567.0,95567.0,
286,Il Testimone Invisibile-2018-12-13,6750631.0,6750631.0,
287,AÃ…Å¸k Bu mu?-2018-12-14,60183.0,60183.0,
288,Khrustal-2018-12-13,63603.0,63603.0,
289,Owarani hito Miyazaki: Hayao-2018-12-13,187320.0,,187320.0
290,Bumblebee-2018-12-21,465195589.0,338000000.0,127195589.0
291,Bird Box-2018-12-13,,,
292,Un beau voyou-2018-12-13,501368.0,501368.0,
293,The Photographer-2018-12-12,3042381.0,3042381.0,
294,Spider-Man: Into The Spider-Verse 3D-2018-12-14,375084923.0,184911728.0,190173195.0
295,Roma-2018-11-21,1109544.0,1109544.0,
296,The Gaelic Curse-2018-12-12,,,
297,Pachamama-2018-12-12,1866211.0,1866211.0,
298,RÃƒÂ©mi sans famille-2018-12-12,7395953.0,7395953.0,
299,Deadman Standing-2018-12-11,,,
300,Dawning-2018-12-11,16504.0,16504.0,
301,Dr. Huang Danian-2018-12-12,1420000.0,1420000.0,
302,Downsizing-2017-12-22,54462971.0,30013217.0,24449754.0
303,Doctor Who: Twice Upon A Time-2017-12-22,223498.0,223498.0,
304,Cuando los Hijos Regresan-2017-12-22,2906566.0,2906566.0,
305,BelalÃ„Â±lar-2017-12-22,257.0,257.0,
306,Arth: The Destination-2017-12-22,13503.0,13503.0,
307,Before I Die-2017-12-22,35841.0,35841.0,
308,AcÃ„Â± TatlÃ„Â± EkÃ…Å¸i-2017-12-22,1957225.0,1957225.0,
309,Aadu 2-2017-12-22,4273904.0,4273904.0,
310,The Lucky Man-2017-12-21,25015.0,,25015.0
311,Pitch Perfect 3-2017-12-22,185736412.0,80838882.0,104897530.0
312,Masterpiece-2017-12-21,2787298.0,2787298.0,
313,Mca: Middle Class Abbayi-2017-12-21,9939186.0,9939186.0,
314,Ji Qi Zhi Xue-2017-07-06,47872755.0,47872755.0,
315,Xin Li Zui Zhi Cheng Shi Zhi Guang-2017-12-21,35045171.0,35045171.0,
316,Namiya-2017-01-05,35327718.0,35288134.0,39584.0
317,Jumanji: Welcome to the Jungle-2017-12-20,961613199.0,557104283.0,404508916.0
318,El Zoco de la Buri Buri-2017-12-15,467.0,467.0,
319,YÃƒÂ´kai Watch 4-2017-12-15,18395457.0,18395457.0,
320,Dieses bescheuerte Herz-2017-12-21,20096261.0,20096261.0,
321,Das Versprechen-2017-12-15,,,
322,Unexpectedly Yours-2017-12-15,45997.0,45997.0,
323,Super Vacanze di Natale-2017-12-15,464275.0,464275.0,
324,Holiday Inn: The New Irving Berlin Musical-2017-12-20,14312.0,14312.0,
325,Buttons-2018-12-08,,,
326,Yuan Qu De Mu Ge-2018-12-07,1440000.0,1440000.0,
327,Subrahmanyapuram-2018-12-07,1167.0,1167.0,
328,Son Ãƒâ€¡Ã„Â±kÃ„Â±Ã…Å¸-2018-12-07,3308.0,3308.0,
329,The Snowman and the Snowdog-2018-12-07,51844.0,51844.0,
330,Vox Lux-2018-12-07,1283981.0,556862.0,727119.0
331,Mult v. Kino Vypusk No. 86-2018-12-08,101015.0,101015.0,
332,Second Act-2018-12-21,63288854.0,24006627.0,39282227.0
333,El Rey-2018-12-07,48259.0,48259.0,
334,Ã…Å¾eytan GeÃƒÂ§idi Enhara-2018-12-07,12210.0,12210.0,
335,Pupille-2018-07-26,6827923.0,6826186.0,1737.0
336,Racetime-2018-12-07,1291454.0,1291454.0,
337,Por amor al arte-2018-12-07,336.0,336.0,
338,A Christmas Carol-2018-12-11,441322.0,441322.0,
339,Parque Mayer-2018-12-07,250365.0,250365.0,
340,ParanÃ„Â±n Kokusu-2018-12-07,287.0,287.0,
341,Norm of the North: Keys to the Kingdom-2018-01-11,1091551.0,1091551.0,
342,The PartyÃ¢â‚¬â„¢s Just Beginning-2018-12-07,4371.0,226.0,4145.0
343,Ruleta Rusa-2018-12-07,13752.0,13752.0,
344,Mountain Rest-2018-12-07,,,
345,Sundowners-2017-12-15,,,
346,Mi PequeÃƒÂ±o Gran Hombre-2018-12-07,1529896.0,1529896.0,
347,Poyraz Karayel: KÃƒÂ¼resel Sermaye-2017-12-15,54455.0,54455.0,
348,Permanent-2017-12-15,12847.0,,12847.0
349,Papita 2da Base-2017-12-15,41950000.0,41950000.0,
350,Poveri ma Ricchissimi-2017-12-15,7396878.0,7396878.0,
351,Pescadores-2017-12-15,645.0,645.0,
352,Old Beast-2017-12-15,311678.0,311678.0,
353,NiÃƒÂ±a Perro-2017-12-15,505.0,505.0,
354,Novogodniy Perepolokh-2017-12-15,952127.0,952127.0,
355,Natale da Chef-2017-12-15,3270987.0,3270987.0,
356,Monsoon Shootout-2017-12-15,93721.0,93721.0,
357,The Midnight Man-2017-01-19,2526184.0,2526184.0,
358,"Muchos Hijos, un Mono y un Castillo-2017-12-15",643281.0,643281.0,
359,"Masoch, El camino del perro-2017-12-15",408.0,408.0,
360,Maria by Callas-2017-11-02,2795383.0,1530974.0,1264409.0
361,Journey Of Bhangover-2017-12-15,1760.0,1760.0,
362,Hard Kaur-2017-12-15,3162.0,3162.0,
363,Nona-2018-12-07,,,
364,K3 Love Cruise-2017-12-15,1081993.0,1081993.0,
365,Game Of Ayodhya-2017-12-15,5152.0,5152.0,
366,DrÃƒÂ´les de petites bÃƒÂªtes-2017-01-11,14163162.0,14163162.0,
367,Papatya-2017-12-15,2057.0,2057.0,
368,Ek Andekha Sach-2017-12-15,1992.0,1992.0,
369,Merry Men: The Real Yoruba Demons-2018-12-07,4315.0,4315.0,
370,Love Live! Sunshine!! Aqours 4th Lovelive! Sailing To The Sunshine-2018-12-07,13640.0,13640.0,
371,Mary Queen of Scots-2018-12-07,47020146.0,30371647.0,16648499.0
372,Ma mÃƒÂ¨re est folle-2018-12-07,447679.0,447679.0,
373,Left Hand and Right Hand-2018-12-07,3346.0,3346.0,
374,Love Afterlife-2018-12-07,36540.0,36540.0,
375,La Scala: Attila-2018-12-07,33873.0,33873.0,
376,La ÃƒÂºltima bÃƒÂºsqueda-2018-12-07,773.0,773.0,
377,Kafalar KarÃ„Â±Ã…Å¸Ã„Â±k-2018-12-07,1979548.0,1979548.0,
378,Kuru-2018-12-07,5041160.0,5041160.0,
379,Kedarnath-2018-12-07,1187432.0,293850.0,893582.0
380,Hospitality-2018-12-07,,,
381,Frank and Ava-2018-12-07,18829.0,,18829.0
382,Jin Ji De Nan Hai-2018-12-07,65446.0,65446.0,
383,Gekijoban Haikara san-ga Toru Zenpen Tokyo Dai Roman-2018-12-07,,,
384,Eso Que Nos Enamora-2018-12-07,4650.0,4650.0,
385,Eia jÃƒÂµulud Tondikakul-2018-12-07,,,
386,Elephants-2018-12-07,,,
387,El Dulce sabor del limon-2018-12-07,349.0,349.0,
388,DumplinÃ¢â‚¬â„¢-2018-12-07,399198.0,399198.0,
389,Devushka s kosoy-2017-12-15,47374.0,47374.0,
390,Drug$-2018-12-07,,,
391,La deuxiÃƒÂ¨me ÃƒÂ©toile-2017-12-15,3320313.0,3320313.0,
392,Los Desheredados-2017-12-15,902.0,902.0,
393,Desolation-2017-12-15,,,
394,Blizkie-2017-12-15,2043.0,2043.0,
395,The Ballad of Lefty Brown-2017-12-15,7856.0,,7856.0
396,The Chainbreakers-2017-12-15,282320.0,282320.0,
397,8-nengoshi no hanayome-2017-12-15,24326715.0,24326715.0,
398,Instant Dreams-2017-12-14,,,
399,Algo FayÃƒÂ³-2017-12-15,1190.0,1190.0,
400,Rilu Rilu Fairilu The Movie-2017-12-14,422386.0,422386.0,
401,Ai De Pa Si Ka-2017-12-15,512000.0,512000.0,
402,Bright-2017-12-13,,,
403,A Murder in Mansfield-2017-12-12,,,
404,Dolgaya doroga domoy-2017-12-11,70.0,70.0,
405,Star Wars Ep. VIII: The Last Jedi-2017-12-15,1331635141.0,711453759.0,620181382.0
406,Along With The Gods: The Two Worlds-2017-12-22,107476731.0,105567909.0,1908822.0
407,Divide and Conquer: The Story of Roger Ailes-2018-12-07,38510.0,,38510.0
408,Les confins du monde-2018-12-07,245034.0,245034.0,
409,Apache Warrior-2017-12-12,,,
410,The Coming Back Out Ball Movie-2018-12-07,7072.0,7072.0,
411,Gangcheolbi-2017-12-14,33276122.0,33276122.0,
412,Chaco-2018-12-07,489.0,489.0,
413,The Greatest Showman-2017-12-20,433606178.0,259266004.0,174340174.0
414,Central Park-2018-12-07,,,
415,La boya-2018-12-07,5013.0,5013.0,
416,Ã„Å’ertÃƒÂ­ brko-2018-12-07,1641333.0,1641333.0,
417,Bernie The Dolphin-2018-12-07,18119.0,18119.0,
418,Ben is Back-2018-12-07,12616995.0,8913813.0,3703182.0
